split,image_path,label
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/21097.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/16043.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/16348.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/16257.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/10786.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/6002.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/14936.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/1873.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/9784.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/4047.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/16409.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/2881.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/5269.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/1105.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/6928.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/5309.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/16011.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/8112.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/22974.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1608.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/16162.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12529.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/3030.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/23900.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7696.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/13406.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/7223.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/21913.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/20637.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/13076.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/14521.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/8145.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/11969.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/17065.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/2143.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/15323.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/17563.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/8639.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/16425.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/2510.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/13649.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/768.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/10526.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/3406.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/5372.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15666.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/19386.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/10120.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/18905.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/9927.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/20204.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/13259.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/4715.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/1916.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/9893.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/13166.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/11555.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/16734.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/2811.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/1613.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/11081.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/6871.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/14644.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/24230.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1819.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/21412.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/14635.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/20639.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/7019.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/10309.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/470.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11124.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/23304.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/6597.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/15145.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/20608.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/21296.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/1179.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/23141.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/8939.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/4042.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/1340.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/10350.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/14035.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/22150.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/5913.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/430.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/1047.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/11373.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/21200.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/5060.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/4320.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/22722.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/4909.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/16417.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/3136.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/14713.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/1248.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/8558.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/10582.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/12893.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/13386.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/3492.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/262.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/2132.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/2125.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/17639.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/3307.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7826.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/21224.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15433.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/19542.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/21354.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/13769.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/6282.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/23309.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/19343.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/14187.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/20078.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/5063.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/3961.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/7552.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/6028.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/23320.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/5710.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/5045.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/19699.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/8051.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/16404.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/7256.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/10379.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/13334.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/17923.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/23739.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/21274.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/19465.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/9901.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/21192.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/20878.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/17621.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/6680.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/18156.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/23453.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/20348.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/18524.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/4406.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/11310.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/5487.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/15600.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/10950.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/23154.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/9867.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/1576.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/5464.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/17514.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/13003.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/13782.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/23024.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/17934.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/22819.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7694.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/22790.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/17174.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/594.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15893.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/13452.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/4768.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/20650.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/18394.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/23176.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/21313.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/15589.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/15820.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/5978.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/7302.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/922.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/311.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/686.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/236.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/23668.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/15724.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/1308.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/10801.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/12986.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/82.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/7018.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/3516.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/20464.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/23104.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/street/10681.jpg,5
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/buildings/23475.jpg,1
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/forest/7914.jpg,0
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/8365.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/mountain/610.jpg,4
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/glacier/22036.jpg,3
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/24034.jpg,2
train,/mnt/e/ml_projects/IN3310/2025/IN3310/Mandatory 1/mandatory1_data/sea/2194.jpg,2
